valor,codigo
CENTRO INTEGRADO DE SAUDE DE SAO PATRICIO,2383861
HOSPITAL MUNICIPAL DE CRISTALINA CHAUD SALLES,2383896
HOSPITAL MUNICIPAL DE PONTALINA,2383942
HOSPITAL MUNICIPAL DE MONTES CLAROS DE GOIAS,2383985
HOSPITAL MUNICIPAL DE SANTA ROSA DE GOIAS,2384035
HOSPITAL MUNICIPAL DE CAMPINORTE,2384086
HOSPITAL MUNICIPAL SANTA LUZIA,2384256
HOSPITAL MENINO DEUS,2384272
HOSPITAL DE CLINICAS,2384299
CENTRO DE SAUDE NOSSA SENHORA DA CONCEICAO,2384434
HOSPITAL DA CIDADE,2384582
MATERNIDADE JULIETA CAMPOS DE SA,2384876
HOSPITAL DE BASE LUIS EDUARDO MAGALHAES,2385171
HOSPITAL SAO CAMILO,2385880
HOSPITAL DE RIO FORTUNA,2386038
CLINICA SANTA BARBARA,2386321
POLICLINICA DE BROTAS DE MACAUBAS,2386364
CENTRO DE SAUDE DE BROTAS DE MACAUBAS,2386380
HOSPITAL MUNICIPAL PROF MAGALHAES NETO,2386569
CENTRO DE SAUDE BUERAREMA,2386607
MATERNIDADE NOSSA SENHORA DA LUZ,2386674
HOSPITAL MUNICIPAL DE CAATIBA,2386739
UNIDADE DE SAUDE DA FAMILIA DE GEOLANDIA,2386801
HOSPITAL SAO JOAO DE DEUS,2386879
HOSP MATERNIDADE NOSSA SENHORA APARECIDA,2387042
CENTRO DE SAUDE DE CAETANOS,2387115
HOSPITAL MUNICIPAL MAE OLIMPIA,2387131
UNIDADE BASICA DE SAUDE SALUSTIO PALMA,2387190
UNIDADE MISTA DE SAUDE DE CANARANA,2387263
CENTRO DE SAUDE LUIZ VIANA FILHO,2387352
UNIDADE MISTA DE SAUDE DR ALVARO ERNESTO,2387514
HOSPITAL MUNICIPAL DE CANDEIAS,2387581
U B S CANDIDO SALES,2387646
HOSP MUN DEP LUIS EDUARDO MAGALHAES,2387700
HOSPITAL NOSSA SENHORA DA SAUDE,2387727
ASMEC,2387794
UBS GLEBA B,2387824
UBS NOVA ALIANCA,2387840
UBS DA GLEBA E,2387859
UBS VILAS DE ABRANTES,2387875
UBS DE AREMBEPE,2387948
UBS DE MONTE GORDO,2388030
HOSPITAL GERAL DE CAMACARI,2388057
CLIMP CLINICA MEDICA DE POJUCA LTDA,2388677
HOSPITAL MUNICIPAL DE CATU,2388685
HOSPITAL MUNICIPAL DE CASA NOVA,2388928
UBS DE CASTRO ALVES,2388936
UPA TARCIZIO DE VASCONCELOS MAIA,2389061
CASA DE SAUDE E MATERNIDADE SANTA LUZIA,2389207
CASA DE PARTO CEL JOAO SA,2389347
UNIDADE BASICA DE SAUDE JOSE ABILIO DA COSTA,2389363
HOSPITAL MUNICIPAL DE CENTRAL,2389398
UNIDADE DE SAUDE DA FAMILIA DE BARRA DO TARRACHIL,2389541
HOSPITAL MUNICIPAL SAO SEBASTIAO,2389584
HOSPITAL MATERNIDADE HELENA MAGALHAES,2389592
HOSPITAL JAAR ANDRADE,2389738
HOSPITAL ALIANCA,2389746
HOSPITAL NOSSA SENHORA DO BONSUCESSO,2390043
HOSPITAL MATERNIDADE DR OTTO ALENCAR,2390078
HOSPITAL SANTO ANTONIO,2390647
HOSPITAL E MATERNIDADE LIRIO DOS VALES,2390868
PRONTO ATENDIMENTO DE PARANATINGA,2390949
UNIDADE DE SAUDE DA FAMILIA ZONA URBANA,2391120
HOSPITAL MUNICIPAL DE GAUCHA DO NORTE,2391163
HOSPITAL MUNICIPAL DE SANTO ANTONIO DO LEVERGER,2391171
UNIDADE DE SAUDE DA FAMILIA DE AGROVILA,2391236
HOSPITAL E MATERNIDADE BARAO DO MELGACO,2391392
HOSPITAL GERAL DE POCONE DR NICOLAU FONTANILAS FRA,G2391449
HOSPITAL E MATERNIDADE SANTA RITA,2391503
HOSPITAL SAO LUCAS,2391570
FUSVAG FUNDACAO DE SAUDE DE VARZEA GRANDE,2391635
CENTRO DE SAUDE THEREZA COLLETE OMETTO,2391724
HOSPITAL E MATERNIDADE SANTA LUZIA,2391791
CENTRO DE SAUDE DE NOVA GUARITA,2391848
UNIDADE MISTA DE TERRA NOVA DO NORTE,2391996
HOSPITAL MUNICIPAL NOSSA SENHORA DO ROSARIO,2392046
HOSPITAL E MATERNIDADE CRISTO REI,2392380
HOSPITAL E MATERNIDADE SANTA INES,2392399
HOSPITAL REGIONAL DE COLIDER,2392410
CLINICA ODONTOLOGICO ARAGUAIA,2392526
POSTO DE SAUDE ESTRELA DO ARAGUAIA,2392585
HOSPITAL MUNIC DE JUARA HOSP MUNIC ELIDIA MACHIETT,O2392704
HOSPITAL MUNICIPAL JOSE KARA JOSE,2392720
HOSPITAL MUNICIPAL DE TABAPORA,2392801
HOSPITAL E MATERNIDADE SAO LUCAS SOCIEDADE MEDICA,S2392887
HOSPITAL MUNICIPAL DE JURUENA,2392895
HOSPITAL MUNICIPAL DE COTRIGUACU,2392968
UNIDADE DE SAUDE DA FAMILIA URBANA CASTANHEIRA,2393018
POSTO DE SAUDE LINHA 1,2393042
HOSPITAL CRISTO REI,2393190
HOSPITAL SAO LUCAS JUINA,2393395
INEMAT,2393433
CLINICA ODONTOLOGICA DO PASCOAL RAMOS,2393468
AMECOR,2393565
CLINICA DE TRATAMENTO RENAL,2393727
UNIDADE SAUDE DA FAMILIANOVA LACERDA,2393778
CENTRO DE SAUDE DE RONDOLANDIA,2393816
EAS ADALTO RIBEIRO RESERVA,2393913
PRONTO ATENDIMENTO DONA AMELIA PIOVEZAN POMPERMAYE,R2393956
POSTO DE SAUDE DA GLEBA MACUCO,2393999
HOSPITAL BOM JESUS,2394103
CENTRO DE SAUDE DE LAMBARI DOESTE USF I E II,2394111
HOSPITAL MUNICIPAL DE SALTO DO CEU,2394189
HOSPITAL DR GUILHERME CARDOSO,2394316
UNIDADE MISTA INTEGRADA LEOCYR LAZARETE,2394324
HOSPITAL SAO LUCAS,2394545
HOSPITAL E MATERNIDADE SANTA CRUZ,2394588
HOSPITAL DE JAURU,2394723
UNID DE SAUDE DA FAMILIA I RIO BRANCO,2394758
HOSPITAL MUNICIPAL DE RIO BRANCO,2394782
PRONTO ATENDIMENTO 24 HORAS,2394820
CTR,2394936
HOSPITAL SAO LUIS,2395037
CENTRO DE SAUDE DE MIRASSOL DOESTE,2395231
HOSPITAL MATER DEI,2395266
HOSPITAL DAS CLINICAS DE COMODORO,2395274
HOSPITAL O BOM SAMARITANO,2395290
HOSPITAL MUNICIPAL DE GENERAL CARNEIRO,2395398
HOSPITAL LUCIA BORGES MAGGI,2395428
HOSPITAL NOSSA SENHORA DA ABADIA,2395452
HOSPITAL MUNICIPAL DE CAMPINAPOLIS,2395479
HOSPITAL MUNICIPAL NOSSA SENHORA DE LURDES,2395509
HOSPITAL SAO LUCAS,2395584
HOSPITAL MUNICIPAL BOM JESUS,2395592
UNIDADE SAUDE DA FAMILIA RENASCER,2395630
HOSPITAL MUNICIPAL DR KLEIDE COELHO DE LIMA,2395886
MEDBARRA HOSPITAL E MATERNIDADE,2395908
HOSPITAL MUNICIPAL OSNIR BORTOLINI,2395916
HOSPITAL SAO FRANCISCO DE ASSIS JUSCIMEIRA,2396092
HOSPITAL MUNICIPAL CORACAO DE JESUS,2396106
HOSPITAL E MATERNIDADE CAMPO VERDE,2396211
P S DA CRECHE CLEMENCIA MENDES DE OLIVEIRA A GARCA,S2396319
CENTRO DE SAUDE DE ALTO GARCAS,2396335
HOSPITAL BOM JESUS,2396343
HOSPITAL SAO JOSE,2396777
CENTRO DE SAUDE JARDIM GUANABARA,2396793
SANTA CASA,2396866
HOSPITAL SAMARITANO A ARAGUAIA,2396963
HOSPITAL MARIA AUXILIADORA A ARAGUAIA,2396971
HOSPITAL MUNICIPAL DE ALTO ARAGUAIA,2396998
HOSPITAL MUNICIPAL DE ALTO TAQUARI,2397056
CENTRO DE SAUDE DE SAO JOSE DO POVO,2397145
HOSPITAL E MATERNIDADE SANTA LUCIA,2397269
HOSPITAL E MATERNIDADE SAO LUCAS,2397463
PRONTO ATENDIMENTO MUNICIPAL,2397498
HOSPITAL E MATERNIDADE SAO LUCAS,2397501
HOSPITAL OSWALDO CRUZ,2397609
HOSPITAL DAS CLINICAS PRIMAVERA,2397676
HOSPITAL E MATERNIDADE SAO JOAO BATISTA,2397684
HOSPITAL E MATERNIDADE IRMA MARIA DAS NEVES,2397714
HOSPITAL MARZAVAO DE SIQUEIRA,2397900
HOSPITAL E AMBULATORIO SAO JOAO BATISTA,2398125
CENTRO PREVENTIVO DE SAUDE DE NOBRES,2398354
CENTRO DE SAUDE DECIO LORDANO,2398362
UNIDADE SAUDE DA FAMILIA DE NOVA MARINGA,2398370
UNIDADE DE SAUDE RURAL DE BRIANORTE,2398389
HOSPITAL MUNICIPAL DE TAPURAH,2398400
HOSPITAL DONA NILZA,2398443
LABORATORIO SAO LUCAS,2398559
HOSPITAL ALBERT SABIN,2398680
HOSPITAL SANTA PAULA LTDA,2398877
HOSPITAL PSIQUIATRICO COLONIA JULIANO MOREIRA,2399067
INSTITUTO DE PSIQUIATRIA,2399113
HOSPITAL SAO LUIZ,2399237
HOSPITAL INFANTIL ARLINDA MARQUES,2399318
HOSPITAL RODRIGUES DE AGUIAR,2399377
HOSPITAL GERAL SANTA ISABEL,2399555
HOSPITAL 13 DE MAIO,2399563
COMPLEXO HOSPITALAR PROFESSOR HUMBERTO NOBREGA,2399628
HOSPITAL MUNICIPAL VALENTINA FIGUEIREDO,2399636
MATERNIDADE CANDIDA VARGAS,2399644
COMPLEXO DE DOENCAS INFECTO CONTAGIOSAS CLEMENTINO,2399717
HOSPITAL NAPOLEAO LAUREANO,2399741
HOSPITAL SAO VICENTE DE PAULA,2399776
HOSPITAL DE GUARNICAO DE JOAO PESSOA,2399814
HOSPITAL SAMARITANO,2400065
HOSPITAL UNIVERSITARIO LAURO WANDERLEY,2400243
HOSPITAL EDSON RAMALHO,2400324
PRONTOCOR,2400340
IORTE,2400359
HOSPITAL GERAL PRADO VALADARES,2400693
UBS ALMERINDA LOMANTO,2400790
HOSPITAL MUNICIPAL DR ANTONIO CARLOS MAGALHAES,2400901
UBS OTTO ALENCAR,2400995
HOSPITAL ANTONIO CARLOS MAGALHAES,2401231
HOSPITAL MATERNIDADE ANGELA COSTA,2401258
CENTRO DE SAUDE DE EUCLIDES DA CUNHA,2401282
CLIGESF,2401428
MATERNIDADE MARIA JOVITA NASCIMENTO,2401509
UBS JARDIM CRUZEIRO,2401525
UNIDADE HOSPITALAR SAO SEBASTIAO,2401665
POLICLINICA DO FEIRA X,2401789
HOSPITAL GERAL DE VITORIA DA CONQUISTA,2402076
HOSPITAL SAO GERALDO,2402092
UBIRATAN FREIRE DOS SANTOS,2402386
HOSPITAL MUNICIPAL GETULIO REGINALDO CUNHA,2402394
UNIMEC,2402556
HOSPITAL MUNICIPAL ESAU MATOS,2402564
HOSPEC,2402831
HOSPITAL E MATERNIDADE SANTANA,2402866
HOSPITAL SAO V PAULO AFONSO CLAUDIO,2402874
HOSPITAL E MATERNIDADE DR ARTHUR GERHARDT,2402882
PRONTO ATENDIMENTO DE IBIRACU,2402939
HOSPITAL E MS C MARIAJOAO NEIVA,2403242
HOSPITAL PADRE MAXIMOVENDA NOVA DO IMIGRANTE,2403331
UNIDADE DO PSF DE TIMBUI FUNDAO,2403382
CENTRO DE SAUDE GILA ALMEIDA,2404184
USF DE JULIO BORGES,2404516
UNIDADE DE SAUDE DA FAMILIA,2404982
PS GOV DIRCEU ARCOVERDE,2405059
CENTRO MUNICIPAL DE SAUDE BOM JESUS DA LAPA PSF,2405202
CLINIMAGEM,2405741
CENTRO SOCIAL SATELITE,2406098
CENTRO DE SAUDE SAO CAMILO LOURIVAL PARENTE,2406632
UNID DE VIG ANITARIA E DE EPIDEMIOLOGIA DE COCAL D,O2407086
CLINICA URO,2407167
SAMUR,2407205
CUPE,2407213
HOSPITAL AFRANIO PEIXOTO,2407221
HOSPITAL MUNICIPAL DE RODOLFO FERNANDES,2407434
HOSPITAL MATERNIDADE JOAQUINA QUEIROZ,2407566
HOSPITAL MATERNIDADE GUIOMAR FERNANDES,2407574
MATERNIDADE MARCOLINO BESSA,2407582
UNIDADE MISTA DE LUCRECIA,2407590
HOSPITAL MAT RITA ELVIRA DA SILVA,2407663
CENTRO DE SAUDE DE OLHO DAGUA DO BORGES,2407698
MATERNIDADE DR MANOEL VILACA,2407701
HOSPITAL E MATERNIDADE FRANCISCO BEZERRA SOBRINHO,2407833
UNIDADE MATERNO INFANTIL LEVANI DE FREITAS,2407841
HOSPITAL DR NELSON MAIA,2407868
UNIDADE DE EMERGENCIA MARIA FIRMINA MAIA CASTRO,2407884
HOSPITAL MATERNIDADE DR ANTONIO FERREIRA SOBRINHO,2407930
UNIDADE MISTA DE SAUDE RAIMUNDO NONATO CANDIDO,2407973
MATERNIDADE ONZIENE ROSADO,2407981
HOSPITAL REGIONAL DE ANGICOS,2408023
HOSPITAL MAT ETELVINA V DE MELO,2408082
HOSPITAL MATERNIDADE DR ADERSON DUTRA,2408090
HOSPITAL MUNICIPAL DE PATU,2408139
ESCOLA ESTADUAL 12 DE OUTUBRO,2408201
UNIDADE MISTA DE FELIPE CAMARAO,2408236
HOSPITAL MEDICO CIRURGICO,2408244
HOSPITAL MEMORIAL,2408252
HOSPITAL COLONIA DR JOAO MACHADO,2408260
HOSPITAL SANTA CATARINA,2408570
ITORN,2408589
PRONTO SOCORRO DAS ROCAS,2408651
UNIDADE MISTA DE CIDADE SATELITE,2408872
HOSPITAL INFANTIL VARELA SANTIAGO,2409151
HOSPITAL DR LUIZ ANTONIO LIGA NRG,2409194
MATERNIDADE ESCOLA JANUARIO CICCO,2409208
HOSPITAL REGIONAL DR CLEODON CARLOS DE ANDRADE,2409275
HOSPITAL MATERNIDADE MAE FRAZA,2409380
APAMI DE PORTALEGRE,2409399
UNIDADE MISTA ALEXANDRINA CAJE,2409526
HOSPITAL MATERNIDADE JUSTINO FERREIRA,2409550
MATERNIDADE SANTA LUIZA DE MARILLAC,2409658
LABORATORIO FRANCISCA LUZIA DA SILVA,2409712
HOSPITAL MATERNIDADE POSSIDONIA EMIDIA DE ARAUJO,2409771
UNIDADE MISTA FRANCISCA PEREIRA MARIZ,2409895
HOSPITAL MAT STA LUZIA DE CARNAUBAIS,2409992
UNIDADE MATERNO INFANTIL SANTA LAURENTINO,2410036
UNIDADE MATERNO INFANTIL DE EQUADOR,2410052
HOSPITAL REGIONAL DR AGUINALDO PEREIRA,2410141
UNIDADE INTEGRADA DE S DE FELIPE GUERRA,2410192
SOCORRO ODONTOMEDICO SANITARIO,2410206
HOSPITAL MAT PAULINA TARGINO,2410214
UNIDADE MISTA DR SILVIO ROM DE LUCENA,2410222
CENTRO DE ONCOLOGIA E HEMATOLOGIA,2410265
CASA DE SAUDE DIX SEPT ROSADO,2410281
HOSPITAL MATERNIDADE SARA KUBITSCHERK,2410338
CENTRO DE SAUDE DE AUGUSTO SEVERO,2410346
HOSPITAL MATERNIDADE ANA TAVARES JACOME,2410354
HOSPITAL MATERNIDADE MARIA CRISTINA MAIA,2410362
HOSPITAL MATERNIDADE MARIA RODRIGUES DE MELO,2410389
HOSPITAL REGIONAL HELIO MORAIS MARNHO,2410443
MATERNIDADE CLAUDINA PINTO,2410478
HOSPITAL REGIONAL NELSON INACIO DOS SANTOS,2410486
CC DR EZEQUIEL E DA FONSECA FILHO,2410508
HOSPITAL NOSSA SENHORA APARECIDA,2410834
HOSPITAL SAO MIGUEL,2410907
UNIDADE SANITARIA DE IPUACU,2410966
HOSPITAL SANTA LUZIA DE DEOLINDO JOSE BAGGIO,2411164
HOSPITAL SAO PEDRO,2411210
ASSOCIACAO HOSPITALAR DE VARGEAO,2411245
UNIDADE SANITARIA DE VARGEAO,2411261
UNIDADE DE TERAPIA RENAL DE XANXERE LTDA,2411296
HOSPITAL BOM JESUS,2411342
HOSPITAL REGIONAL SAO PAULO ASSEC,2411393
HOSPITAL FREI BRUNO,2411415
PA PRONTO ATENDIMENTO 24 HORAS,2411423
PROMATER,2412233
POLICLINICA E MATERNIDADE DE GUANAMBI,2412241
HOSPITAL MATERNIDADE JOANA MOURA,2412276
UNIDADE BASICA DE SAUDE DE HELIOPOLIS,2412365
SERVICO MEDICO DE GANDU SEMEG,2412381
HOSPITAL MUNICIPAL SAO SEBASTIAO,2412551
UBS MUNICIPAL DE IBIASSUCE,2412608
HOSPITAL PADRE ALDO COPPOLA,2412713
HOSPITAL MATERNIDADE ANITA RODRIGUES LEAL,2412845
HOSPITAL BOM JESUS DA LAPA,2412985
UNIDADE DE VIGILANCIA A SAUDE DE IBIRAPITANGA,2413000
HOSPITAL MUNICIPAL EDVALDO MAGALHAES NASCIMENTO,2413043
MATERNIDADE AURELINA VIRGILIA FAIR,2413051
UNIDADE DE SAUDE DA FAMILIA DO CENTRO,2413256
HOSP MATERN LUIS EDUARDO MAGALHAES,2413299
SOMAI,2413450
MATERNIDADE MANOEL MARTINS DE SOUZA,2413469
HOSPITAL MUNICIPAL DE ITAETE,2413507
HOSPITAL MUNICIPAL SANTO ANTONIO,2413663
HOSPITAL MATERNIDADE DR DERALDO MIRANDA,2413671
HOSPITAL SANTA RITA,2413809
HOSPITAL DR JOSE DA COSTA PINTO DANTAS,2413922
UNIDADE DE SAUDE DA FAMILIA DR JOSE M DE ANDRADE S,2413957
UNIDADE DE SAUDE DA FAMILIA DR OTTO ALENCAR BARROL,A2413965
UNIDADE DE SAUDE DA FAMILIA DE BANANEIRAS,2414007
HOSPITAL MUNICIPAL AMELIA CARVALHO,2414058
UNIDADE MISTA DE SAUDE DE ITAJU DO COLONIA,2414074
HOSPITAL MUNICIPAL DE AMARGOSA,2414244
UNIDADE MISTA HOSPITALAR SAO LUCAS,2414376
HOSPITAL REGIONAL SAO SEBASTIAO,2414465
HOSPITAL E MATERNIDADE NELSON MOURA FERREIRA,2414651
UNID MISTA DE INDEPENDENCIA,2414848
HOSP MATERN F FARIAS LEITAO,2414864
HOSP MATERN OTACILIO MOTA,2414872
HOSP MUNIC FRANCISCO M LIMA,2414996
CENTRO DE SAUDE TEODORICO TELES,2415240
HOSPITAL REGIONAL MANUEL DE ABREU,2415445
CASA DE SAUDE SANTA TEREZA,2415453
CASA DE SAUDE E MATERNIDADE SAO MIGUEL,2415461
HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS,2415488
HOSPITAL SAO RAIMUNDO,2415496
HOSPITAL MUNICIPAL RAIMUNDA TIMBO CAMELO,2415623
HAP HOSPITAL ANTONIO PRUDENTE,2415631
HOSP MATERN DR JOSE MARIA LEITAO,2415658
POLICLIN,2415666
HOSPITAL GERAL LUIS VIANA FILHO,2415844
HOSPITAL E MATERNIDADE SANTA ISABEL,2416190
PRONTO ATENDIMENTO 24HS TEOTONIO VILELA,2416247
CASA DE SAUDE SAO JORGE PSJOSE MARIA DE MAGALHAES,2416328
HOSPITAL E MATERNIDADE BARTOLOMEU CHAVES,2416336
CLINICA RADIOLOGICA DE ILHEUS CRI,2416379
HOSPITAL DE PRONTO ATENDIMENTO ODONTOLOGICO,2416719
CASA DE SAUDE SANTA MARIA,2417146
HOSPITAL CRISTO REDENTOR,2417189
HOSPITAL REGIONAL DE ITARANTIM,2417456
HOSPITAL SAO FRANCISCO,2418177
HOSPITAL E MATERNIDADE NOSSA SENHORA DA CONCEICAO,2418304
CLINICA CIENCIA DE PALHOCA,2418460
POLICLINICA SAO LUCAS,2418479
POSTO DE SAUDE CENTRO,2418592
HOSPITAL DE ALFREDO WAGNER,2418630
HOSPITAL MUNICIPAL MARIA SANTANA ROCHA FRANCO,2418657
HOSPITAL DE CAMETA,2418665
HOSPITAL MUNICIPAL DE FLORESTA DO ARAGUAIA,2418673
HOSPITAL MUNICIPAL MONSENHOR JOSE LOCKS,2418967
PRONTO ATENDIMENTO MUNICIPAL,2419130
HOSPITAL MUNICIPAL HENRIQUE LAGE,2419246
HOSPITAL DE CARIDADE SAO ROQUE,2419378
UNIDADE DE SAUDE SAO LUCAS,2419491
HOSPITAL NOSSA SENHORA DA CONCEICAO,2419653
UNIDADE DE SAUDE 24HS BOA VISTA,2419858
FUNDACAO SOCIAL HOSPITALAR DE ICARA,2420015
UNIDADE MISTA DE SAUDE DONA ZULMIRA SOARES,2420120
UNIDADE MISTA CELUTA SILVA PEREIRA,2420279
HOSP REGIONAL DR MARIA DO C N ALVES,2420368
UNID MISTA GOV JOAO ALVES FILHO,2420449
US DA FAMILIA RIACHAO DO DANTAS,2420937
CASA DE PARTO MARIA FRANCISCA DE OLIVEIRA,2421003
CENTRO DE SAUDE MARIA DO CARMO ALVES,2421232
UNIDADE DE SAUDE DA FAMILIA MARIA DO CARMO ALVES,2421402
UNIDADE MISTA MARIA DO CARMO ALVES,2421445
HOSPITAL E MATERNIDADE SANTA CECILIA,2421488
ASSOCIACAO DE CARIDADE DE ROSARIO DO CATETE,2421496
HOSPITAL NOSSA SENHORA DA CONCEICAO,2421518
HOSPITAL SAO JOSE,2421526
HOSPITAL REGIONAL DE NEOPOLIS,2421534
HOSPITAL REGIONAL JOAO ALVES FILHO,2421542
HOSPITAL E MATERNIDADE DE CARIDADE NOSSA SENHORA D,A2421550
HOSPITAL BOM JESUS,2421577
UNIDADE INTEGRAL MARIA CARMEM SANTOS SANTANA,2421771
CASA DE PARTO MARIA DO CARMO N ALVES,2421909
CENTRO DE SAUDE JOAO DE SOUZA ANDRADE,2422069
HOSPITAL DR FRANCISCO ROLLEMBERG,2422077
CENTRO DE SAUDE GOVERNADOR VALADARES,2422816
UNIDADE DE APOIO INTEGRAL A SAUDE DA FAMILIA DR IV,A2422883
HOSPITAL MARIA JOSE VIEGAS MENDONCA DE ARAUJO,2423065
MATERNIDADE LUZIA NASCIMENTO SILVA,2423162
U S LAUDELINA L ANDRADE CAIPE VELHO,2423197
U B S MARIA JOSE S FIGUEIROA,2423200
SINDICATO DOS TRABALHADORES RURAIS DE SAO CRISTOVA,O2423235
HOSPITAL E MATERNIDADE MARIA SOARES DUTRA,2423464
HOSPITAL REGIONAL AMPARO DE MARIA,2423529
POSTO DE SAUDE DE ALAGADICO,2423634
HOSPITAL MUNICIPAL PEDRO PIMENTEL RIBEIRO,2423928
CLINICA DR SEVERINO,2423936
CLAME,2423944
SOTE,2423960
HOSPITAL MATER DEI SAO FRANCISCO,2423979
COT,2424029
PSF TAPERUABA,2424266
PSF DE RAFAEL ARRUDA,2424304
PSF DE JAIBARAS,2424371
HOSPITAL DO CORACAO,2425300
HOSP MATERN GERALDO L BOTELHO,2425343
HOSPITAL GERAL DA SOPRAFA,2425432
CASA DE SAUDE MATERN STO ANTONIO,2425599
SAME SERV DE ASSIST MEDICA ESPECIALIZADA,2425912
POLICLINICA DE JUAZEIRO LTDA,2426056
PRONTO SOCORRO INF DO CARIRI LTDA,2426072
CASA DE SAUDE SANTO INACIO,2426080
HOSPITAL DE FRATURAS DO CARIRI,2426099
UNID MISTA DE TURURU,2426218
POSTO DE SAUDE DE ASSUNCAO,2426277
MINI MATERN DE ASSUNCAO,2426293
MINI MATERN DE BETANIA,2426307
HOSP MATERN JOAQUIM GUIMARAES NETO,2426455
POSTO DE SAUDE DE VIDEO,2426560
HOSPITAL DR ESTEVAM PONTE,2426579
HOSP GERAL DE JATI,2426730
UNID MISTA DE PORTEIRAS,2426749
HEMOCE DE SOBRAL,2426951
UBASF DE GURIU,2427079
HOSP GERAL LUIZA ALCANTARA SILVA,2427125
HOSP MUNIC FRANC ANTONIO DE PINHO,2427133
HOSPITAL E MATERNIDADE DR PAULO AFONSO,2427168
HOSPITAL JOSE MARIA PHILOMENO GOMES,2427176
UNID MISTA DE AMONTADA,2427184
HOSPITAL SANTO CRISTO DE IPOJUCA,2427249
CENTRO HOSPITALAR CAROZITA BRITO,2427281
POSTO DE SAUDE PORTO DE GALINHAS,2427311
HOSPITAL REG AGRESTE HOSPITAL REGIONAL WALDEMIRO F,E2427419
HOSPITAL BARAO DE LUCENA,2427427
CASA DE SAUDE SANTA EFIGENIA LTDA,2428369
HOSPITAL REGIONAL EMILIA CAMARA,2428385
HOSPITAL REGIONAL DE PALMARES DR SILVIO MAGALHAES,2428393
CASA DE SAUDE DE TEJUCUPAPO,2428679
HOSPITAL SAO JOSE,2428687
UNIDADE MISTA FRANCISCO CHATEAUBRIAND,2428784
POSTO DE ATENDIMENTO DA PREFEITURA,2428814
UNIDADE MISTA JOSE DANTAS FILHO,2428881
APAMI DE VITORIA DE SANTO ANTAO,2429004
UNIDADE DE SAUDE DA FAMILIA IBIRANGA,2429101
UNIDADE MISTA STA JOANA CENTRO DE SAUDE OVIDIO MAC,I2429314
CENTRO HOSPITALAR DR JOSE EVOIDE DE MOURA,2429438
CLIPS II,2429543
PS DE RAJADA,2429853
NEUROCARDIO,2430118
HGU HOSPITAL GERAL E URGENCIA,2430495
CLINICA IMACULADA CONCEICAO,2430517
HOSPITAL MEMORIAL PETROLINA,2430622
HOSPITAL DOM MALAN,2430711
CASA GERIATRICA DE PETROLINA,2430746
HOSP MUNICIPAL JOSE PINTO SARAIVA,2431106
HOSPITAL E MATERNIDADE MUNICIPAL OLIMPIO M GOUVEIA,2431823
HOSPITAL PETRONILA CAMPOS,2432048
CENTRO HOSPITALAR SANTA MARIA,2432307
HOSPITAL E MATERNIDADE JOAO RIBEIRO DE ALBUQUERQUE,2432315
UNIDADE MISTA GENEZIO FRANCISCO XAVIER,2432471
HOSPITAL E MATERNIDADE VIRGINIA COLACO DIAS,2432706
HOSPITAL E MATERNIDADE NOSSA SENHORA DE LOURDES,2432900
HOSPITAL DA MIRUEIRA SANATORIO PADRE ANTONIO MANOE,L2433044
UNIDADE MISTA LIDIA MARIA DE FRANCA,2433494
UNIDADE MISTA ANA ARGEMIRA CORREIA,2433788
HOSPITAL GERAL AMELIA GUEIROS LEITE,2433877
CASA DE SAUDE SANTO AMARO,2434059
CLINICA DO RIM DE VITORIA,2434067
UNIDADE MISTA ARGEMIRA S R BARROS,2435454
H G G DR PAULO DA VEIGA PESSOA,2435802
HOSPITAL DR JOSE CARLOS DE SANTANA,2436205
HOSPITAL DR FERNANDO DE ABREU,2436221
HOSPITAL REGIONAL JULIO ALVES DE LIRA,2436310
HOSPITAL REGIONAL HANS DIETER SCHMIDT,2436450
HOSPITAL MUNICIPAL SAO JOSE,2436469
MATERNIDADE DARCY VARGAS,2436477
HOSPITAL MUNICIPAL DE CORUMBAIBA,2436906
HOSPITAL MUNICIPAL SAULO GOMES PALMELO,2436914
HOSPITAL MUNICIPAL DE ITARUMA,2436930
HOSPITAL MUNICIPAL MATERNO INFANTIL GOUVELANDIA,2436949
HOSPITAL E MATERNIDADE SAO LUIZ NOVA CRIXAS,2437023
PRONTO SOCORRO MUNICIPAL DE ITAUCU,2437120
HOSPITAL MUNICIPAL DE CALDAS NOVAS,2437139
HOSPITAL MUNICIPAL DE PADRE BERNARDO,2437171
HOSPITAL MUNICIPAL DE MORRO AGUDO DE GOIAS,2437198
HOSPITAL MUNICIPAL NOSSA SENHORA DO DESTERRO,2437244
HOSPITAL MUNICIPAL DOM BOSCO,2437449
HOSPITAL MUNICIPAL DE SANTA TEREZA DE GOIAS,2437538
HOSPITAL E MAT MUNICIPAL DE ACREUNA,2437570
HOSPITAL MUNICIPAL DE CABECEIRAS DE GOIAS,2437597
AMBULATORIO 24 HORAS GUAPO,2437600
MINI CAIS DE JUSSARA,2437619
HOSPITAL MUN DOM LUIZ FERNANDES SANTO ANTONIO DO D,E2437627
HOSPITAL MUNICIPAL DE SANTA BARBARA,2437643
HOSPITAL MUNICIPAL MATERNO INFANTIL SANTA RITA DE,C2437651
